crop,health_status,n,p,k,ph,soil_moisture
Rice,pH Stress,104.0,51.28,69.68,4.81,82.92
Wheat,Potassium Toxicity,115.54,46.08,221.72,7.09,68.75
Cotton,pH Stress,97.64,36.39,54.77,5.41,83.08
Maize,Optimal Health,91.91,35.07,65.21,6.08,69.38
Cotton,Potassium Toxicity,115.89,35.91,154.91,6.5,65.39
Sugarcane,Nitrogen Deficiency,11.35,36.66,60.63,7.45,68.8
Cotton,Phosphorus Deficiency,116.74,15.6,70.68,6.42,62.79
Wheat,Potassium Toxicity,74.07,43.61,194.16,6.96,61.84
Cotton,Potassium Toxicity,96.65,41.72,219.25,6.06,65.95
Cotton,pH Stress,106.76,41.96,52.29,4.47,73.55
Cotton,Phosphorus Deficiency,84.85,23.58,59.99,6.23,63.83
Sugarcane,pH Stress,113.7,37.57,57.99,4.61,81.3
Wheat,Potassium Toxicity,74.73,41.52,206.74,6.56,70.43
Rice,Potassium Toxicity,77.85,42.7,212.28,7.47,82.24
Sugarcane,Potassium Toxicity,101.36,36.96,233.97,6.97,62.85
Rice,pH Stress,73.04,39.5,77.0,5.16,72.07
Cotton,Phosphorus Deficiency,94.06,15.09,62.88,7.4,65.65
Wheat,pH Stress,88.53,46.81,76.1,4.59,75.19
Cotton,Nitrogen Deficiency,17.72,58.73,64.04,7.2,84.38
Maize,pH Stress,119.6,38.25,54.18,5.45,61.47
Wheat,Potassium Toxicity,111.04,48.8,157.6,7.44,61.28
Maize,Potassium Toxicity,119.33,52.74,218.31,6.09,81.86
Rice,Potassium Toxicity,88.63,51.56,224.04,7.22,75.81
Cotton,Nitrogen Deficiency,27.3,56.98,54.34,6.14,73.4
Rice,Potassium Toxicity,91.43,57.86,245.87,6.61,84.38
Maize,Nitrogen Deficiency,18.42,45.95,74.45,7.25,67.16
Rice,Optimal Health,94.97,47.16,78.76,6.23,81.44
Rice,pH Stress,91.62,37.25,65.28,5.18,76.09
Maize,Potassium Toxicity,88.01,38.91,190.19,6.51,84.44
Rice,Nitrogen Deficiency,29.69,59.49,64.58,7.46,70.44
Wheat,pH Stress,110.54,58.32,78.99,5.45,83.03
Wheat,Optimal Health,83.19,57.49,51.29,7.37,72.96
Wheat,Potassium Toxicity,112.37,44.51,180.79,7.31,78.78
Wheat,pH Stress,95.65,56.19,54.97,4.67,79.46
Rice,Phosphorus Deficiency,91.26,20.48,66.42,6.42,77.83
Wheat,Nitrogen Deficiency,10.58,40.26,77.51,6.01,72.08
Rice,Nitrogen Deficiency,14.82,53.18,58.76,6.98,62.81
Cotton,Potassium Toxicity,87.39,38.46,248.53,7.36,60.29
Sugarcane,Nitrogen Deficiency,19.56,50.04,66.45,6.69,60.36
Wheat,pH Stress,88.88,59.65,67.22,5.49,75.87
Maize,Optimal Health,98.05,49.77,54.85,7.36,82.76
Wheat,Phosphorus Deficiency,116.01,18.6,65.29,7.03,71.37
Maize,pH Stress,74.66,37.65,50.79,5.47,71.07
Cotton,Phosphorus Deficiency,81.19,14.72,77.91,7.03,61.15
Rice,pH Stress,90.69,44.86,60.44,4.11,80.25
Sugarcane,Nitrogen Deficiency,21.93,46.7,61.71,6.2,63.95
Wheat,Optimal Health,74.24,59.3,51.31,7.48,75.64
Wheat,Nitrogen Deficiency,29.08,58.48,67.49,7.06,80.02
Cotton,Potassium Toxicity,99.54,55.75,244.83,6.59,80.49
Rice,pH Stress,111.93,37.81,61.29,5.29,82.97
Cotton,Potassium Toxicity,106.29,59.83,227.1,7.46,64.52
Maize,Phosphorus Deficiency,107.21,15.59,65.85,7.48,71.44
Wheat,Optimal Health,95.15,41.98,57.53,7.34,63.79
Cotton,pH Stress,85.98,39.67,74.63,4.89,84.09
Rice,Potassium Toxicity,84.34,36.6,194.53,6.57,60.81
Rice,Nitrogen Deficiency,18.73,49.14,55.29,6.56,60.13
Cotton,Phosphorus Deficiency,106.37,20.19,64.18,6.34,70.42
Rice,pH Stress,87.76,38.55,79.31,5.23,71.36
Rice,Phosphorus Deficiency,107.13,16.89,71.82,6.78,83.95
Rice,Optimal Health,102.0,55.11,73.93,7.39,75.16
Maize,Potassium Toxicity,117.96,55.83,156.49,6.43,68.87
Cotton,Nitrogen Deficiency,28.94,45.17,54.79,6.77,65.03
Maize,Optimal Health,98.37,51.8,69.25,6.46,66.6
Maize,Phosphorus Deficiency,85.15,15.56,54.73,6.74,79.91
Maize,Potassium Toxicity,81.86,55.73,202.68,6.46,72.21
Sugarcane,Nitrogen Deficiency,26.43,51.56,67.5,6.82,64.28
Wheat,pH Stress,86.08,50.29,77.05,5.02,65.24
Cotton,Phosphorus Deficiency,119.43,23.1,70.74,6.21,71.04
Cotton,Nitrogen Deficiency,28.09,55.35,68.48,6.67,72.99
Rice,Phosphorus Deficiency,82.42,24.99,69.72,7.0,77.74
Wheat,pH Stress,80.81,54.17,73.41,4.3,71.34
Maize,Nitrogen Deficiency,12.59,59.91,69.21,6.04,61.35
Cotton,Potassium Toxicity,101.57,53.08,174.03,6.84,60.72
Rice,Potassium Toxicity,113.96,37.56,191.0,6.25,69.24
Rice,Phosphorus Deficiency,111.49,24.21,69.7,6.32,66.31
Rice,Potassium Toxicity,102.63,39.28,223.03,6.34,75.83
Wheat,Nitrogen Deficiency,15.92,52.51,66.73,6.77,80.86
Sugarcane,Potassium Toxicity,108.42,55.27,221.4,6.25,84.88
Sugarcane,Phosphorus Deficiency,80.01,23.37,73.35,6.28,70.05
Maize,Optimal Health,74.09,46.09,74.16,6.46,62.79
Rice,Nitrogen Deficiency,21.07,52.48,64.51,6.58,75.53
Sugarcane,Nitrogen Deficiency,24.79,54.52,74.06,6.86,84.21
Maize,pH Stress,79.41,45.42,64.96,5.38,77.04
Cotton,pH Stress,110.04,44.42,54.23,4.63,80.12
Cotton,Potassium Toxicity,84.24,58.76,192.18,6.89,70.35
Maize,Nitrogen Deficiency,15.14,52.49,64.09,7.11,72.53
Maize,Nitrogen Deficiency,11.78,38.87,65.58,6.98,79.56
Cotton,Phosphorus Deficiency,95.98,22.74,76.59,7.02,62.47
Maize,Phosphorus Deficiency,117.23,20.01,77.07,7.27,60.01
Maize,Nitrogen Deficiency,23.53,36.83,51.87,7.42,83.21
Maize,Potassium Toxicity,84.22,49.61,168.63,6.84,61.56
Sugarcane,Optimal Health,79.77,58.71,60.4,7.36,79.31
Sugarcane,Potassium Toxicity,73.95,53.67,170.95,6.9,76.79
Maize,pH Stress,104.58,44.7,75.29,4.03,83.61
Rice,Optimal Health,90.93,35.98,55.64,7.43,82.46
Sugarcane,Nitrogen Deficiency,22.4,47.94,59.69,6.53,78.35
Rice,Nitrogen Deficiency,13.13,47.48,63.97,6.31,68.49
Maize,Nitrogen Deficiency,13.89,49.06,57.45,6.9,82.33
Rice,Optimal Health,100.42,57.55,53.93,6.41,80.57
Rice,Optimal Health,108.53,38.13,67.52,7.12,61.08
Rice,Optimal Health,94.89,59.88,69.64,6.15,71.99
Sugarcane,Phosphorus Deficiency,74.55,16.64,79.32,7.43,84.65
Cotton,pH Stress,95.85,42.34,72.22,4.81,70.42
Wheat,Phosphorus Deficiency,115.76,21.67,56.46,6.04,78.48
Wheat,Potassium Toxicity,93.0,56.63,212.88,6.55,68.78
Rice,Potassium Toxicity,77.41,46.37,220.32,7.46,72.28
Maize,Phosphorus Deficiency,96.38,18.53,51.99,6.62,82.2
Maize,Potassium Toxicity,105.29,37.16,190.92,6.94,78.19
Cotton,Potassium Toxicity,93.66,58.96,248.84,6.01,71.11
Rice,Phosphorus Deficiency,81.37,22.86,54.65,7.33,80.98
Wheat,Potassium Toxicity,73.78,45.39,159.53,7.1,60.89
Maize,Potassium Toxicity,84.85,58.69,185.01,6.25,72.55
Rice,Potassium Toxicity,79.7,42.64,159.46,6.91,74.01
Rice,pH Stress,77.87,52.11,77.07,4.48,71.56
Wheat,Nitrogen Deficiency,19.18,44.95,77.98,6.05,69.48
Maize,pH Stress,86.96,48.07,54.72,4.29,62.69
Cotton,Potassium Toxicity,95.41,53.08,191.07,7.14,80.86
Cotton,pH Stress,70.09,51.72,64.2,4.17,66.76
Sugarcane,Phosphorus Deficiency,95.91,13.96,55.22,6.27,66.0
Sugarcane,Nitrogen Deficiency,17.54,37.06,65.58,6.49,69.67
Cotton,Potassium Toxicity,77.63,43.92,241.28,6.24,83.96
Maize,Optimal Health,95.41,55.25,74.93,6.19,70.32
Rice,pH Stress,111.79,49.74,73.62,5.28,63.67
Sugarcane,Optimal Health,103.84,41.91,50.9,7.0,77.48
Maize,Phosphorus Deficiency,114.79,10.15,68.7,6.4,74.68
Wheat,Potassium Toxicity,85.24,40.24,203.36,6.23,83.55
Maize,Optimal Health,80.83,55.28,79.92,7.27,83.95
Cotton,Optimal Health,104.18,43.74,60.28,6.99,83.15
Sugarcane,Nitrogen Deficiency,22.85,53.03,73.94,6.1,60.24
Rice,pH Stress,115.03,44.94,55.27,4.84,79.08
Maize,Phosphorus Deficiency,98.32,13.02,79.86,6.12,65.71
Maize,pH Stress,78.05,39.82,62.11,4.54,72.36
Sugarcane,Nitrogen Deficiency,22.44,55.82,55.41,7.42,61.02
Cotton,Optimal Health,82.79,56.14,77.94,7.46,68.19
Sugarcane,Nitrogen Deficiency,23.36,38.41,63.25,6.99,77.0
Rice,pH Stress,79.99,46.87,64.54,4.51,66.69
Rice,Nitrogen Deficiency,11.39,50.03,68.47,6.58,61.25
Maize,pH Stress,119.85,52.35,53.19,4.91,78.29
Cotton,Phosphorus Deficiency,82.76,21.75,52.55,6.71,72.37
Sugarcane,Optimal Health,98.67,35.21,71.56,6.03,65.87
Maize,Phosphorus Deficiency,82.96,13.71,53.84,6.3,65.87
Maize,pH Stress,113.78,40.82,68.61,5.36,68.89
Maize,Phosphorus Deficiency,84.01,20.09,76.75,6.16,67.52
Maize,Phosphorus Deficiency,81.03,22.5,77.61,6.38,62.43
Maize,Nitrogen Deficiency,26.62,47.57,63.72,6.89,64.99
Sugarcane,Potassium Toxicity,119.15,37.7,179.76,6.93,61.04
Maize,Nitrogen Deficiency,18.74,49.03,70.18,6.73,62.03
Maize,pH Stress,84.38,55.21,57.79,4.24,84.16
Wheat,Nitrogen Deficiency,24.47,38.31,60.43,7.11,66.16
Rice,Optimal Health,73.95,47.23,57.25,6.13,84.77
Maize,pH Stress,116.39,59.16,74.47,4.56,80.58
Cotton,Optimal Health,84.75,42.02,58.61,6.21,65.59
Wheat,pH Stress,90.66,45.99,70.01,5.34,83.31
Maize,Phosphorus Deficiency,81.04,11.97,64.26,7.49,79.57
Maize,Potassium Toxicity,100.27,50.07,229.99,6.94,78.54
Cotton,Nitrogen Deficiency,29.75,59.42,59.51,7.32,79.61
Maize,pH Stress,109.45,40.39,59.66,4.1,69.81
Maize,Phosphorus Deficiency,106.57,12.83,78.35,6.43,63.76
Cotton,Phosphorus Deficiency,77.66,17.84,77.65,6.81,72.41
Rice,Nitrogen Deficiency,26.58,55.15,67.87,6.77,62.89
Rice,Phosphorus Deficiency,86.92,21.19,79.76,6.03,83.61
Wheat,Phosphorus Deficiency,87.43,13.58,50.89,6.84,60.9
Sugarcane,pH Stress,87.61,49.03,69.26,5.2,83.59
Rice,pH Stress,74.98,43.63,50.37,5.21,77.12
Cotton,Potassium Toxicity,87.7,51.2,213.85,6.8,71.78
Maize,Optimal Health,93.64,49.05,79.99,6.35,64.49
Rice,Nitrogen Deficiency,14.69,39.32,54.97,7.29,81.35
Wheat,Nitrogen Deficiency,26.3,47.97,71.71,6.75,70.05
Wheat,Potassium Toxicity,118.84,57.33,151.94,6.83,79.97
Maize,Phosphorus Deficiency,73.39,10.59,54.65,6.68,71.23
Maize,Potassium Toxicity,104.28,55.69,210.0,6.38,81.8
Cotton,pH Stress,79.51,54.1,58.35,4.22,73.83
Sugarcane,pH Stress,94.75,35.83,74.75,4.28,71.98
Maize,pH Stress,115.46,56.26,53.43,4.62,68.34
Sugarcane,Nitrogen Deficiency,27.59,59.84,71.77,7.2,77.34
Maize,Nitrogen Deficiency,11.75,38.07,72.47,7.12,74.74
Rice,pH Stress,114.17,49.39,76.85,5.17,65.33
Wheat,Optimal Health,113.74,46.25,50.73,6.23,79.19
Rice,Optimal Health,112.85,37.53,79.07,6.57,84.93
Rice,Potassium Toxicity,114.91,35.32,248.6,6.84,72.41
Sugarcane,Optimal Health,109.62,57.22,64.33,7.44,70.15
Cotton,pH Stress,119.67,57.91,73.34,4.83,63.62
Sugarcane,Optimal Health,117.97,53.93,75.75,7.09,82.81
Sugarcane,pH Stress,87.27,55.8,73.68,4.65,64.72
Maize,Potassium Toxicity,91.64,36.66,164.59,6.96,78.77
Rice,pH Stress,119.28,49.75,52.1,4.33,63.38
Maize,Optimal Health,70.1,46.97,57.95,6.84,60.6
Sugarcane,Nitrogen Deficiency,16.69,47.27,76.22,7.12,69.73
Wheat,Potassium Toxicity,77.02,52.38,237.74,6.99,64.17
Maize,pH Stress,77.57,52.63,64.52,5.48,69.67
Rice,pH Stress,77.86,42.91,53.18,4.64,60.69
Maize,pH Stress,100.54,38.88,72.67,4.09,75.83
Maize,Potassium Toxicity,82.31,38.31,223.81,6.56,71.42
Rice,Phosphorus Deficiency,76.1,13.61,67.72,6.65,79.95
Maize,Potassium Toxicity,94.02,41.7,169.31,6.87,68.53
Wheat,Optimal Health,91.04,41.53,65.65,6.55,65.11
Wheat,pH Stress,105.64,46.74,69.8,5.22,80.73
Wheat,Phosphorus Deficiency,73.39,10.45,57.09,6.69,62.75
Rice,Phosphorus Deficiency,94.32,14.92,68.71,6.25,78.27
Cotton,pH Stress,98.6,56.52,73.37,5.43,69.57
Wheat,Potassium Toxicity,83.74,57.67,166.55,6.67,60.23
Maize,Nitrogen Deficiency,11.85,35.32,57.09,6.25,74.73
Rice,Phosphorus Deficiency,77.17,11.21,71.66,6.2,84.76
Cotton,Optimal Health,87.79,37.26,71.82,7.14,74.63
Maize,Potassium Toxicity,73.88,53.37,174.18,6.57,66.78
Rice,Nitrogen Deficiency,23.53,49.74,66.55,6.72,78.26
Cotton,Optimal Health,97.08,53.7,54.15,7.45,83.0
Maize,Nitrogen Deficiency,27.45,48.32,56.87,6.07,84.05
Wheat,pH Stress,108.99,39.77,53.25,5.47,66.5
Wheat,Phosphorus Deficiency,102.24,11.76,68.8,6.32,80.15
Maize,pH Stress,82.98,59.67,76.96,5.44,69.88
Sugarcane,Nitrogen Deficiency,25.69,50.36,65.87,6.54,67.49
Maize,pH Stress,94.22,50.53,58.63,5.03,67.59
Cotton,Optimal Health,78.78,51.36,53.35,6.26,63.0
Cotton,Optimal Health,104.02,47.72,59.11,7.08,60.57
Rice,Nitrogen Deficiency,18.92,47.19,54.49,7.46,60.4
Rice,Potassium Toxicity,81.65,43.92,187.49,7.15,76.3
Rice,Optimal Health,88.94,47.87,72.69,6.41,67.33
Maize,pH Stress,112.8,52.93,69.57,5.25,68.47
Maize,Nitrogen Deficiency,17.96,35.86,50.41,6.79,71.44
Sugarcane,pH Stress,97.22,52.13,54.41,4.43,81.04
Sugarcane,Potassium Toxicity,103.19,55.2,151.18,6.48,78.11
Maize,pH Stress,90.26,49.25,53.0,4.34,73.44
Wheat,Nitrogen Deficiency,18.15,58.26,60.89,6.31,75.24
Cotton,Potassium Toxicity,87.19,39.64,236.36,7.3,73.32
Cotton,Phosphorus Deficiency,87.78,13.71,78.69,7.14,70.64
Maize,pH Stress,110.04,49.15,63.63,4.17,74.17
Sugarcane,Phosphorus Deficiency,93.21,16.09,57.46,6.44,84.14
Maize,Optimal Health,105.28,56.27,63.43,6.22,64.32
Wheat,Potassium Toxicity,90.5,48.71,189.12,6.79,67.43
Maize,Optimal Health,114.49,43.16,75.99,6.4,76.22
Cotton,Potassium Toxicity,117.79,40.18,208.14,6.91,70.86
Wheat,Nitrogen Deficiency,13.32,59.33,64.4,6.83,80.4
Maize,pH Stress,94.77,37.37,51.95,5.32,82.95
Rice,Optimal Health,90.43,35.92,79.99,7.49,67.27
Sugarcane,pH Stress,92.98,55.68,78.52,5.45,68.15
Sugarcane,pH Stress,87.15,35.87,63.32,4.88,66.35
Wheat,Optimal Health,105.29,44.6,79.23,6.27,63.35
Sugarcane,Phosphorus Deficiency,117.59,20.73,72.9,6.98,69.9
Rice,Optimal Health,97.16,55.53,58.23,6.94,74.72
Sugarcane,Optimal Health,75.95,51.6,75.97,7.15,69.99
Rice,pH Stress,72.07,47.64,54.17,4.58,79.13
Cotton,pH Stress,90.74,52.7,73.39,5.02,81.01
Maize,Optimal Health,104.39,57.25,52.4,6.73,82.96
Cotton,Phosphorus Deficiency,102.21,23.41,54.37,6.19,62.89
Cotton,pH Stress,74.02,39.27,57.07,4.64,62.28
Sugarcane,Nitrogen Deficiency,20.65,57.38,51.75,6.21,60.48
Sugarcane,Phosphorus Deficiency,93.41,19.49,65.66,6.16,72.67
Maize,Nitrogen Deficiency,25.09,42.09,77.4,6.72,76.72
Sugarcane,Nitrogen Deficiency,29.05,56.46,79.84,7.0,83.81
Maize,Potassium Toxicity,116.4,57.15,200.28,6.66,71.08
Sugarcane,pH Stress,87.76,41.99,55.05,4.12,83.8
Wheat,Phosphorus Deficiency,91.97,24.15,51.69,7.22,74.52
Wheat,Optimal Health,82.1,51.16,60.91,6.75,81.08
Wheat,Potassium Toxicity,107.93,56.03,228.49,6.76,73.58
Sugarcane,Optimal Health,77.43,59.67,73.57,6.4,63.48
Wheat,Nitrogen Deficiency,12.82,58.04,73.22,6.79,60.12
Rice,Optimal Health,94.25,55.55,76.92,7.35,64.79
Cotton,Optimal Health,108.73,48.74,51.53,6.34,62.08
Rice,Phosphorus Deficiency,103.43,17.38,53.4,7.11,67.61
Cotton,Phosphorus Deficiency,73.98,22.19,73.82,7.27,65.26
Sugarcane,Phosphorus Deficiency,74.38,17.69,69.15,7.11,71.75
Maize,Nitrogen Deficiency,10.14,38.97,55.68,6.6,68.52
Wheat,Nitrogen Deficiency,23.35,48.35,53.54,6.24,77.19
Wheat,Potassium Toxicity,85.02,39.97,172.86,6.11,79.89
Maize,Phosphorus Deficiency,74.53,20.84,68.52,6.89,76.78
Cotton,Phosphorus Deficiency,108.2,10.7,56.43,7.26,80.97
Wheat,Optimal Health,105.19,40.09,56.45,6.4,65.43
Rice,pH Stress,84.02,43.65,70.55,4.43,77.87
Cotton,pH Stress,88.44,59.66,60.11,4.94,79.78
Rice,Optimal Health,118.95,38.63,71.77,7.39,61.86
Cotton,Optimal Health,102.62,48.66,62.15,6.0,69.65
Wheat,Phosphorus Deficiency,81.01,24.0,65.54,6.79,62.73
Cotton,pH Stress,75.1,37.22,69.21,4.71,77.6
Sugarcane,pH Stress,118.59,42.05,75.11,4.42,69.54
Rice,Potassium Toxicity,112.22,38.46,150.72,6.27,73.96
Cotton,pH Stress,76.74,57.23,79.73,4.16,60.44
Cotton,Nitrogen Deficiency,17.8,37.97,59.8,6.28,79.98
Sugarcane,Potassium Toxicity,111.65,55.09,157.03,6.64,61.86
Maize,Phosphorus Deficiency,108.78,12.82,65.13,7.06,76.46
Wheat,pH Stress,119.59,55.09,63.48,4.6,75.99
Rice,Phosphorus Deficiency,84.05,16.65,64.48,7.5,69.61
Wheat,Potassium Toxicity,77.45,57.45,177.77,6.03,73.37
Rice,Optimal Health,119.75,44.88,70.66,6.22,82.36
Cotton,Phosphorus Deficiency,91.04,21.95,65.45,6.57,82.78
Wheat,pH Stress,101.86,36.08,78.28,5.32,84.26
Rice,pH Stress,87.53,52.93,71.74,5.26,71.71
Rice,Potassium Toxicity,91.86,48.98,208.33,6.6,77.85
Wheat,Phosphorus Deficiency,118.3,14.24,60.75,6.66,83.53
Wheat,Nitrogen Deficiency,25.66,58.37,66.49,7.02,70.03
Rice,Phosphorus Deficiency,85.94,20.23,65.53,6.19,71.11
Maize,Optimal Health,112.59,40.2,79.6,6.5,74.79
Wheat,Potassium Toxicity,108.35,52.26,206.2,7.02,65.74
Wheat,Nitrogen Deficiency,17.43,39.45,75.08,6.53,72.67
Maize,Optimal Health,93.92,43.62,61.44,6.19,73.96
Sugarcane,Potassium Toxicity,96.97,37.38,150.06,6.76,69.64
Wheat,Potassium Toxicity,117.03,55.02,239.94,7.15,77.55
Maize,Optimal Health,85.71,53.36,52.23,7.27,65.37
Rice,Optimal Health,95.71,56.24,71.26,7.33,66.08
Cotton,Optimal Health,107.97,54.33,52.17,7.18,75.01
Cotton,Phosphorus Deficiency,92.02,20.55,78.24,7.29,79.67
Maize,pH Stress,100.19,51.02,76.81,4.02,66.81
Wheat,Optimal Health,81.01,47.13,70.04,7.25,83.73
Rice,Phosphorus Deficiency,93.4,22.97,71.27,7.38,73.22
Wheat,pH Stress,101.25,35.64,75.47,4.27,69.03
Rice,Phosphorus Deficiency,78.01,12.12,73.25,6.49,72.14
Rice,Nitrogen Deficiency,23.21,55.54,63.23,6.41,72.18
Wheat,Phosphorus Deficiency,109.61,15.08,68.28,7.17,72.87
Maize,Nitrogen Deficiency,23.97,46.5,78.34,7.05,63.75
Wheat,Optimal Health,112.7,55.92,74.84,7.11,70.43
Cotton,Phosphorus Deficiency,91.76,20.8,79.02,6.76,75.62
Rice,Potassium Toxicity,102.02,49.27,225.23,6.25,74.64
Rice,pH Stress,115.43,41.92,58.97,5.32,84.62
Cotton,Phosphorus Deficiency,109.95,14.12,54.02,6.01,71.56
Maize,Potassium Toxicity,110.77,36.77,211.13,6.39,71.66
Rice,Nitrogen Deficiency,22.5,58.68,74.3,6.78,70.16
Wheat,Potassium Toxicity,71.56,40.29,158.95,7.12,66.46
Sugarcane,Potassium Toxicity,92.59,59.36,228.93,7.21,73.71
Cotton,pH Stress,70.5,56.92,75.66,4.31,65.99
Sugarcane,Phosphorus Deficiency,98.94,20.51,68.67,7.13,63.24
Sugarcane,Nitrogen Deficiency,15.42,56.53,64.66,6.88,71.68
Sugarcane,Phosphorus Deficiency,115.26,15.19,60.29,6.96,82.61
Sugarcane,pH Stress,96.94,41.75,72.07,4.26,72.58
Maize,Optimal Health,119.51,47.1,54.42,7.44,72.45
Cotton,pH Stress,97.96,57.95,54.35,4.42,72.42
Cotton,Optimal Health,85.74,37.22,54.41,6.83,74.98
Cotton,pH Stress,111.58,40.15,61.86,4.34,71.41
Rice,Phosphorus Deficiency,115.58,21.84,55.44,7.1,74.67
Maize,Phosphorus Deficiency,90.31,13.9,66.67,7.14,77.99
Cotton,Optimal Health,110.49,39.1,66.77,7.45,61.13
Maize,Potassium Toxicity,90.13,37.62,248.4,6.54,74.7
Wheat,Phosphorus Deficiency,78.81,12.7,67.07,6.81,60.63
Cotton,Potassium Toxicity,117.12,49.16,231.88,6.5,68.02
Rice,Optimal Health,116.7,46.75,59.68,6.44,83.13
Rice,Nitrogen Deficiency,14.01,41.69,77.38,6.69,71.47
Maize,Nitrogen Deficiency,17.43,55.15,68.66,6.88,73.35
Rice,Phosphorus Deficiency,105.79,14.8,72.16,6.4,63.79
Sugarcane,Phosphorus Deficiency,83.35,25.0,66.81,7.45,72.84
Wheat,Potassium Toxicity,113.12,53.5,219.67,6.71,72.92
Wheat,Phosphorus Deficiency,92.52,17.04,70.35,6.77,71.34
Cotton,Optimal Health,70.5,59.65,58.7,6.46,84.87
Rice,Optimal Health,85.48,53.76,61.93,6.04,76.9
Sugarcane,Nitrogen Deficiency,15.6,36.68,58.98,6.95,78.55
Maize,pH Stress,96.41,42.43,51.77,4.78,68.34
Cotton,Phosphorus Deficiency,84.51,12.13,64.19,6.35,72.5
Maize,pH Stress,79.56,59.99,58.57,5.4,73.78
Cotton,Optimal Health,107.03,40.96,51.11,6.43,67.94
Wheat,Potassium Toxicity,114.32,45.31,222.31,7.41,68.81
Sugarcane,Optimal Health,107.4,55.96,68.35,6.95,63.53
Sugarcane,pH Stress,117.53,52.0,67.81,4.84,68.91
Wheat,Nitrogen Deficiency,28.94,56.68,75.89,7.12,80.07
Wheat,Potassium Toxicity,105.28,38.06,234.83,6.78,66.32
Wheat,Potassium Toxicity,81.5,47.02,198.03,6.22,61.25
Maize,Potassium Toxicity,100.26,46.52,235.35,6.94,62.34
Cotton,Phosphorus Deficiency,80.92,21.21,66.7,6.91,84.48
Sugarcane,pH Stress,79.13,40.2,68.89,5.18,69.35
Rice,Optimal Health,109.57,59.6,73.96,6.87,80.41
Wheat,Optimal Health,117.41,35.92,50.03,7.46,74.6
Rice,Nitrogen Deficiency,28.84,49.13,52.1,6.49,63.44
Sugarcane,Phosphorus Deficiency,82.33,22.59,73.77,6.94,73.95
Sugarcane,Phosphorus Deficiency,93.67,22.56,67.34,6.25,83.76
Sugarcane,Potassium Toxicity,113.52,53.25,194.41,6.14,66.28
Cotton,Optimal Health,112.42,53.57,65.32,7.24,82.55
Rice,pH Stress,86.13,51.56,56.82,4.75,78.23
Sugarcane,Potassium Toxicity,73.92,51.27,223.55,7.29,62.43
Cotton,Optimal Health,104.43,56.48,75.69,7.33,69.98
Cotton,pH Stress,84.57,45.47,56.95,4.86,66.49
Cotton,Optimal Health,84.0,43.76,51.32,7.25,75.17
Rice,Potassium Toxicity,71.14,50.58,185.77,6.33,60.67
Maize,Nitrogen Deficiency,23.56,49.04,64.13,7.07,84.64
Rice,Potassium Toxicity,97.87,48.53,222.75,6.6,84.95
Cotton,Optimal Health,107.5,48.06,64.35,7.14,60.5
Sugarcane,Optimal Health,88.03,47.88,53.01,6.38,65.42
Cotton,Nitrogen Deficiency,24.72,42.62,65.67,6.24,66.25
Rice,Potassium Toxicity,86.58,58.61,201.46,6.85,61.04
Maize,Nitrogen Deficiency,29.75,35.47,60.9,7.23,80.6
Maize,Nitrogen Deficiency,20.9,54.19,74.65,6.08,81.84
Maize,Optimal Health,75.17,43.51,74.29,6.2,60.16
Rice,Nitrogen Deficiency,25.38,45.32,55.09,6.83,73.93
Rice,Phosphorus Deficiency,106.88,10.16,75.88,7.06,75.52
Rice,pH Stress,90.76,55.76,77.45,4.86,71.29
Maize,Potassium Toxicity,112.85,43.45,152.16,7.45,78.16
Cotton,Optimal Health,95.25,59.21,77.24,6.61,81.25
Wheat,Optimal Health,111.96,43.6,69.02,7.07,74.42
Cotton,Optimal Health,80.12,43.13,55.46,6.65,76.35
Sugarcane,Phosphorus Deficiency,102.71,23.64,71.84,6.06,68.14
Rice,Potassium Toxicity,116.08,43.24,200.79,7.24,80.32
Wheat,Optimal Health,80.19,58.08,55.07,7.13,66.71
Sugarcane,Nitrogen Deficiency,28.35,59.17,62.17,6.52,66.44
Cotton,Optimal Health,77.97,44.21,77.17,6.55,61.92
Sugarcane,pH Stress,82.28,55.9,59.82,5.23,81.89
Sugarcane,pH Stress,117.06,49.1,51.46,4.54,80.8
Sugarcane,Optimal Health,106.79,50.83,72.52,7.28,83.52
Rice,Phosphorus Deficiency,86.34,20.8,73.16,7.03,63.13
Maize,pH Stress,96.18,41.69,79.53,4.55,84.83
Maize,Nitrogen Deficiency,22.14,53.13,53.78,7.04,76.21
Rice,pH Stress,77.64,56.12,79.08,4.89,71.82
Cotton,Optimal Health,90.34,56.46,53.35,6.55,75.44
Cotton,Optimal Health,80.62,52.62,73.4,6.2,82.91
Sugarcane,Potassium Toxicity,94.69,35.9,169.0,6.21,78.38
Sugarcane,Phosphorus Deficiency,76.69,14.35,72.67,6.5,75.15
Sugarcane,Phosphorus Deficiency,91.39,12.46,66.28,7.17,63.97
Rice,Phosphorus Deficiency,72.65,18.13,52.03,6.48,80.63
Rice,Optimal Health,90.78,45.96,53.43,7.49,68.45
Sugarcane,Nitrogen Deficiency,28.02,56.22,58.21,6.71,76.33
Rice,Potassium Toxicity,101.82,37.24,159.76,6.38,71.43
Wheat,Phosphorus Deficiency,71.79,20.55,65.75,7.07,79.69
Cotton,Optimal Health,117.04,50.12,50.68,6.88,75.04
Wheat,Potassium Toxicity,118.06,38.94,247.4,6.12,68.72
